"obj","obj_class","raw_measure","raw_label"
"qs_2010_org","character",,"B45. I feel that change is managed well in [my organisation] (% strongly agree or agree)"
"qs_2010_org","character",,"B46. When changes are made in [my organisation] they are usually for the better (% strongly agree or agree)"
"qs_2010_org","character",,"B47. [My organisation] keeps me informed about matters that affect me (% strongly agree or agree)"
"qs_2010_org","character",,"B48. I have the opportunity to contribute my views before decisions are made that affect me (% strongly agree or agree)"
"qs_2010_org","character",,"B49. I think it is safe to challenge the way things are done in [my organisation] (% strongly agree or agree)"
"qs_2010_org","character",,"B50. I am proud when I tell others I am part of [my organisation] (% strongly agree or agree)"
"qs_2010_org","character",,"B51. I would recommend [my organisation] as a great place to work (% strongly agree or agree)"
"qs_2010_org","character",,"B52. I feel a strong personal attachment to [my organisation] (% strongly agree or agree)"
"qs_2010_org","character",,"B53. [My organisation] inspires me to do the best in my job (% strongly agree or agree)"
"qs_2010_org","character",,"B54. [My organisation] motivates me to help it achieve its objectives (% strongly agree or agree)"
"qs_2010_org","character",,"B55. I believe that [senior managers] in [my organisation] will take action on the results from this survey (% strongly agree or agree)"
"qs_2010_org","character",,"B56. I believe that managers where I work will take action on the results from this survey (% strongly agree or agree)"
"qs_2010_org","character",,"C01. I know where to go to find out how to handle personal and sensitive information (% strongly agree or agree)"
"qs_2010_org","character",,"C02. In the past 12 months have you received training on handling data and procedures to protect personal and sensitive information? (% yes)"
"qs_2010_org","character",,"E01. Are you aware of the Civil Service Code? (% yes)"
"qs_2010_org","character",,"E02. Are you aware of how to raise a concern under the Civil Service Code? (% yes)"
"qs_2010_org","character",,"E03. Are you confident that if you raised a concern under the Civil Service Code in [your organisation] it would be investigated properly? (% yes)"
"qs_2010_org","character",,"F01. During the past 12 months have you personally experienced discrimination at work? (% yes)"
"qs_2010_org","character",,"F03. During the past 12 months have you personally experienced bullying or harassment at work? (% yes)"
"qs_2011_org","character",,"Employee engagement index"
"qs_2011_org","character",,"My work theme score (B01-B05 average)"
"qs_2011_org","character",,"Organisational objectives and purpose theme score (B06-B08 average)"
"qs_2011_org","character",,"My line manager theme score (B09-B18 average)"
"qs_2011_org","character",,"My team theme score (B19-B21 average)"
"qs_2011_org","character",,"Learning and development theme score (B22-B25 average)"
"qs_2011_org","character",,"Inclusion and fair treatment theme score (B26-B29 average)"
"qs_2011_org","character",,"Resources and workload theme score (B30-B36 average)"
"qs_2011_org","character",,"Pay and benefits theme score (B37-B39 average)"
"qs_2011_org","character",,"Leadership and managing change theme score (B40-B49 average)"
"qs_2011_org","character",,"B01. I am interested in my work (% strongly agree or agree)"
"qs_2011_org","character",,"B02. I am sufficiently challenged by my work (% strongly agree or agree)"
"qs_2011_org","character",,"B03. My work gives me a sense of personal accomplishment (% strongly agree or agree)"
"qs_2011_org","character",,"B04. I feel involved in the decisions that affect my work (% strongly agree or agree)"
"qs_2011_org","character",,"B05. I have a choice in deciding how I do my work (% strongly agree or agree)"
"qs_2011_org","character",,"B06. I have a clear understanding of [my organisation's] purpose (% strongly agree or agree)"
"qs_2011_org","character",,"B07. I have a clear understanding of [my organisation's] objectives (% strongly agree or agree)"
"qs_2011_org","character",,"B08. I understand how my work contributes to [my organisation's] objectives (% strongly agree or agree)"
"qs_2011_org","character",,"B09. My manager motivates me to be more effective in my job (% strongly agree or agree)"
"qs_2011_org","character",,"B10. My manager is considerate of my life outside work (% strongly agree or agree)"
"qs_2011_org","character",,"B11. My manager is open to my ideas (% strongly agree or agree)"
"qs_2011_org","character",,"B12. My manager helps me to understand how I contribute to [my organisation's] objectives (% strongly agree or agree)"
"qs_2011_org","character",,"B13. Overall, I have confidence in the decisions made by my manager (% strongly agree or agree)"
"qs_2011_org","character",,"B14. My manager recognises when I have done my job well (% strongly agree or agree)"
"qs_2011_org","character",,"B15. I receive regular feedback on my performance (% strongly agree or agree)"
"qs_2011_org","character",,"B16. The feedback I receive helps me to improve my performance (% strongly agree or agree)"
"qs_2011_org","character",,"B17. I think that my performance is evaluated fairly (% strongly agree or agree)"
"qs_2011_org","character",,"B18. Poor performance is dealt with effectively in my team (% strongly agree or agree)"
"qs_2011_org","character",,"B19. The people in my team can be relied upon to help when things get difficult in my job (% strongly agree or agree)"
"qs_2011_org","character",,"B20. The people in my team work together to find ways to improve the service we provide (% strongly agree or agree)"
"qs_2011_org","character",,"B21. The people in my team are encouraged to come up with new and better ways of doing things (% strongly agree or agree)"
"qs_2011_org","character",,"B22. I am able to access the right learning and development opportunities when I need to (% strongly agree or agree)"
"qs_2011_org","character",,"B23. Learning and development activities I have completed in the past 12 months have helped to improve my performance (% strongly agree or agree)"
"qs_2011_org","character",,"B24. There are opportunities for me to develop my career in [my organisation] (% strongly agree or agree)"
"qs_2011_org","character",,"B25. Learning and development activities I have completed while working for [my organisation] are helping me to develop my career (% strongly agree or agree)"
"qs_2011_org","character",,"B26. I am treated fairly at work (% strongly agree or agree)"
"qs_2011_org","character",,"B27. I am treated with respect by the people I work with (% strongly agree or agree)"
"qs_2011_org","character",,"B28. I feel valued for the work I do (% strongly agree or agree)"
"qs_2011_org","character",,"B29. I think that [my organisation] respects individual differences (e.g. cultures, working styles, backgrounds, ideas, etc) (% strongly agree or agree)"
"qs_2011_org","character",,"B30. In my job, I am clear what is expected of me (% strongly agree or agree)"
"qs_2011_org","character",,"B31. I get the information I need to do my job well (% strongly agree or agree)"
"qs_2011_org","character",,"B32. I have clear work objectives (% strongly agree or agree)"
"qs_2011_org","character",,"B33. I have the skills I need to do my job effectively (% strongly agree or agree)"
"qs_2011_org","character",,"B34. I have the tools I need to do my job effectively (% strongly agree or agree)"
"qs_2011_org","character",,"B35. I have an acceptable workload (% strongly agree or agree)"
"qs_2011_org","character",,"B36. I achieve a good balance between my work life and my private life (% strongly agree or agree)"
"qs_2011_org","character",,"B37. I feel that my pay adequately reflects my performance (% strongly agree or agree)"
"qs_2011_org","character",,"B38. I am satisfied with the total benefits package (% strongly agree or agree)"
"qs_2011_org","character",,"B39. Compared to people doing a similar job in other organisations I feel my pay is reasonable (% strongly agree or agree)"
"qs_2011_org","character",,"B40. I feel that [my organisation] as a whole is managed well (% strongly agree or agree)"
"qs_2011_org","character",,"B41. [Senior managers] in [my organisation] are sufficiently visible (% strongly agree or agree)"
"qs_2011_org","character",,"B42. I believe the actions of [senior managers] are consistent with [my organisation's] values (% strongly agree or agree)"
"qs_2011_org","character",,"B43. I believe that [the board has] a clear vision for the future of [my organisation] (% strongly agree or agree)"
"qs_2011_org","character",,"B44. Overall, I have confidence in the decisions made by [my organisation's senior managers] (% strongly agree or agree)"
"qs_2011_org","character",,"B45. I feel that change is managed well in [my organisation] (% strongly agree or agree)"
"qs_2011_org","character",,"B46. When changes are made in [my organisation] they are usually for the better (% strongly agree or agree)"
"qs_2011_org","character",,"B47. [My organisation] keeps me informed about matters that affect me (% strongly agree or agree)"
"qs_2011_org","character",,"B48. I have the opportunity to contribute my views before decisions are made that affect me (% strongly agree or agree)"
"qs_2011_org","character",,"B49. I think it is safe to challenge the way things are done in [my organisation] (% strongly agree or agree)"
"qs_2011_org","character",,"B50. I am proud when I tell others I am part of [my organisation] (% strongly agree or agree)"
"qs_2011_org","character",,"B51. I would recommend [my organisation] as a great place to work (% strongly agree or agree)"
"qs_2011_org","character",,"B52. I feel a strong personal attachment to [my organisation] (% strongly agree or agree)"
"qs_2011_org","character",,"B53. [My organisation] inspires me to do the best in my job (% strongly agree or agree)"
"qs_2011_org","character",,"B54. [My organisation] motivates me to help it achieve its objectives (% strongly agree or agree)"
"qs_2011_org","character",,"B55. I believe that [senior managers] in [my organisation] will take action on the results from this survey (% strongly agree or agree)"
"qs_2011_org","character",,"B56. I believe that managers where I work will take action on the results from this survey (% strongly agree or agree)"
"qs_2011_org","character",,"B57. Where I work, I think effective action has been taken on the results of the last survey"
"qs_2011_org","character",,"D01. Are you aware of the Civil Service Code?"
"qs_2011_org","character",,"D02. Are you aware of how to raise a concern under the Civil Service Code?"
"qs_2011_org","character",,"D03. Are you confident that if you raised a concern under the Civil Service Code in [your organisation] it would be investigated properly?"
"qs_2011_org","character",,"E01. During the past 12 months, have you personally experienced discrimination at work?"
"qs_2011_org","character",,"E03. During the past 12 months, have you personally experienced bullying or harassment at work?"
"qs_2012_org","character",,"Employee engagement index"
"qs_2012_org","character",,"My work theme score (B01-B05)"
"qs_2012_org","character",,"Organisational objectives and purpose theme score (B06-B08)"
"qs_2012_org","character",,"My manager theme score (B09-B18)"
"qs_2012_org","character",,"My team theme score (B19-B21)"
"qs_2012_org","character",,"Learning and development theme score (B22-B25)"
"qs_2012_org","character",,"Inclusion and fair treatment theme score (B26-B29)"
"qs_2012_org","character",,"Resources and workload theme score (B30-B36)"
"qs_2012_org","character",,"Pay and benefits theme score (B37-B39)"
"qs_2012_org","character",,"Leadership and managing change theme score (B40-B49)"
"qs_2012_org","character",,"B01. I am interested in my work (% strongly agree or agree)"
"qs_2012_org","character",,"B02. I am sufficiently challenged by my work (% strongly agree or agree)"
"qs_2012_org","character",,"B03. My work gives me a sense of personal accomplishment (% strongly agree or agree)"
"qs_2012_org","character",,"B04. I feel involved in the decisions that affect my work (% strongly agree or agree)"
"qs_2012_org","character",,"B05. I have a choice in deciding how I do my work (% strongly agree or agree)"
"qs_2012_org","character",,"B06. I have a clear understanding of [my organisation's] purpose (% strongly agree or agree)"
"qs_2012_org","character",,"B07. I have a clear understanding of [my organisation's] objectives (% strongly agree or agree)"
"qs_2012_org","character",,"B08. I understand how my work contributes to [my organisation's] objectives (% strongly agree or agree)"
"qs_2012_org","character",,"B09. My manager motivates me to be more effective in my job (% strongly agree or agree)"
"qs_2012_org","character",,"B10. My manager is considerate of my life outside work (% strongly agree or agree)"
"qs_2012_org","character",,"B11. My manager is open to my ideas (% strongly agree or agree)"
"qs_2012_org","character",,"B12. My manager helps me to understand how I contribute to [my organisation's] objectives (% strongly agree or agree)"
"qs_2012_org","character",,"B13. Overall, I have confidence in the decisions made by my manager (% strongly agree or agree)"
"qs_2012_org","character",,"B14. My manager recognises when I have done my job well (% strongly agree or agree)"
"qs_2012_org","character",,"B15. I receive regular feedback on my performance (% strongly agree or agree)"
"qs_2012_org","character",,"B16. The feedback I receive helps me to improve my performance (% strongly agree or agree)"
"qs_2012_org","character",,"B17. I think that my performance is evaluated fairly (% strongly agree or agree)"
"qs_2012_org","character",,"B18. Poor performance is dealt with effectively in my team (% strongly agree or agree)"
"qs_2012_org","character",,"B19. The people in my team can be relied upon to help when things get difficult in my job (% strongly agree or agree)"
"qs_2012_org","character",,"B20. The people in my team work together to find ways to improve the service we provide (% strongly agree or agree)"
"qs_2012_org","character",,"B21. The people in my team are encouraged to come up with new and better ways of doing things (% strongly agree or agree)"
"qs_2012_org","character",,"B22. I am able to access the right learning and development opportunities when I need to (% strongly agree or agree)"
"qs_2012_org","character",,"B23. Learning and development activities I have completed in the past 12 months have helped to improve my performance (% strongly agree or agree)"
"qs_2012_org","character",,"B24. There are opportunities for me to develop my career in [my organisation] (% strongly agree or agree)"
"qs_2012_org","character",,"B25. Learning and development activities I have completed while working for [my organisation] are helping me to develop my career (% strongly agree or agree)"
"qs_2012_org","character",,"B26. I am treated fairly at work (% strongly agree or agree)"
"qs_2012_org","character",,"B27. I am treated with respect by the people I work with (% strongly agree or agree)"
"qs_2012_org","character",,"B28. I feel valued for the work I do (% strongly agree or agree)"
"qs_2012_org","character",,"B29. I think that [my organisation] respects individual differences (e.g. cultures, working styles, backgrounds, ideas, etc) (% strongly agree or agree)"
"qs_2012_org","character",,"B30. In my job, I am clear what is expected of me (% strongly agree or agree)"
"qs_2012_org","character",,"B31. I get the information I need to do my job well (% strongly agree or agree)"
"qs_2012_org","character",,"B32. I have clear work objectives (% strongly agree or agree)"
"qs_2012_org","character",,"B33. I have the skills I need to do my job effectively (% strongly agree or agree)"
"qs_2012_org","character",,"B34. I have the tools I need to do my job effectively (% strongly agree or agree)"
"qs_2012_org","character",,"B35. I have an acceptable workload (% strongly agree or agree)"
"qs_2012_org","character",,"B36. I achieve a good balance between my work life and my private life (% strongly agree or agree)"
"qs_2012_org","character",,"B37. I feel that my pay adequately reflects my performance (% strongly agree or agree)"
"qs_2012_org","character",,"B38. I am satisfied with the total benefits package (% strongly agree or agree)"
"qs_2012_org","character",,"B39. Compared to people doing a similar job in other organisations I feel my pay is reasonable (% strongly agree or agree)"
"qs_2012_org","character",,"B40. I feel that [my organisation] as a whole is managed well (% strongly agree or agree)"
"qs_2012_org","character",,"B41. [Senior managers] in [my organisation] are sufficiently visible (% strongly agree or agree)"
"qs_2012_org","character",,"B42. I believe the actions of [senior managers] are consistent with [my organisation's] values (% strongly agree or agree)"
"qs_2012_org","character",,"B43. I believe that [the board has] a clear vision for the future of [my organisation] (% strongly agree or agree)"
"qs_2012_org","character",,"B44. Overall, I have confidence in the decisions made by [my organisation's senior managers] (% strongly agree or agree)"
"qs_2012_org","character",,"B45. I feel that change is managed well in [my organisation] (% strongly agree or agree)"
"qs_2012_org","character",,"B46. When changes are made in [my organisation] they are usually for the better (% strongly agree or agree)"
"qs_2012_org","character",,"B47. [My organisation] keeps me informed about matters that affect me (% strongly agree or agree)"
"qs_2012_org","character",,"B48. I have the opportunity to contribute my views before decisions are made that affect me (% strongly agree or agree)"
"qs_2012_org","character",,"B49. I think it is safe to challenge the way things are done in [my organisation] (% strongly agree or agree)"
"qs_2012_org","character",,"B50. I am proud when I tell others I am part of [my organisation] (% strongly agree or agree)"
"qs_2012_org","character",,"B51. I would recommend [my organisation] as a great place to work (% strongly agree or agree)"
"qs_2012_org","character",,"B52. I feel a strong personal attachment to [my organisation] (% strongly agree or agree)"
"qs_2012_org","character",,"B53. [My organisation] inspires me to do the best in my job (% strongly agree or agree)"
"qs_2012_org","character",,"B54. [My organisation] motivates me to help it achieve its objectives (% strongly agree or agree)"
"qs_2012_org","character",,"B55. I believe that [senior managers] in [my organisation] will take action on the results from this survey (% strongly agree or agree)"
"qs_2012_org","character",,"B56. I believe that managers where I work will take action on the results from this survey (% strongly agree or agree)"
"qs_2012_org","character",,"B57. Where I work, I think effective action has been taken on the results of the last survey (% strongly agree or agree)"
"qs_2012_org","character",,"D01. Are you aware of the Civil Service Code? (% yes)"
"qs_2012_org","character",,"D02. Are you aware of how to raise a concern under the Civil Service Code? (% yes)"
"qs_2012_org","character",,"D03. Are you confident that if you raise a concern under the Civil Service Code in [your organisation] it would be investigated properly? (% yes)"
"qs_2012_org","character",,"E01. During the past 12 months, have you personally experienced discrimination at work? (% yes)"
"qs_2012_org","character",,"E03. During the past 12 months, have you personally experienced bullying or harassment at work? (% yes)"
"qs_2012_org","character",,"W01. Overall, how satisfied are you with your life nowadays? (% rating 7-10)"
"qs_2012_org","character",,"W02. Overall, to what extent do you feel the things you do in your life are worthwhile? (% rating 7-10)"
"qs_2012_org","character",,"W03. Overall, how happy did you feel yesterday? (% rating 7-10)"
"qs_2012_org","character",,"W04. Overall, how anxious did you feel yesterday? (% rating 0-3)"
"qs_2012_org","character",,"X01. I am trusted to carry out my job effectively (% strongly agree or agree)"
"qs_2012_org","character",,"X02. I believe I would be supported if I try a new idea, even if it may not work (% strongly agree or agree)"
"qs_2012_org","character",,"X03. My performance is evaluated based on whether I get things done, rather than solely follow process (% strongly agree or agree)"
"qs_2012_org","character",,"X04. When I talk about my organisation I say ""we"" rather than ""they"" (% strongly agree or agree)"
"qs_2012_org","character",,"X05. I have some really good friendships at work (% strongly agree or agree)"
"qs_2013_bm","character",,"Employee engagement index"
"qs_2013_bm","character",,"My work"
"qs_2013_bm","character",,"Organisational objectives and purpose"
"qs_2013_bm","character",,"My manager"
"qs_2013_bm","character",,"My team"
"qs_2013_bm","character",,"Learning and development"
"qs_2013_bm","character",,"Inclusion and fair treatment"
"qs_2013_bm","character",,"Resources and workload"
"qs_2013_bm","character",,"Pay and benefits"
"qs_2013_bm","character",,"Leadership and managing change"
"qs_2013_bm","character",,"B01. I am interested in my work"
"qs_2013_bm","character",,"B02. I am sufficiently challenged by my work"
"qs_2013_bm","character",,"B03. My work gives me a sense of personal accomplishment"
"qs_2013_bm","character",,"B04. I feel involved in the decisions that affect my work"
"qs_2013_bm","character",,"B05. I have a choice in deciding how I do my work"
"qs_2013_bm","character",,"B06. I have a clear understanding of [my organisation's] purpose"
"qs_2013_bm","character",,"B07. I have a clear understanding of [my organisation's] objectives"
"qs_2013_bm","character",,"B08. I understand how my work contributes to [my organisation's] objectives"
"qs_2013_bm","character",,"B09. My manager motivates me to be more effective in my job"
"qs_2013_bm","character",,"B10. My manager is considerate of my life outside work"
"qs_2013_bm","character",,"B11. My manager is open to my ideas"
"qs_2013_bm","character",,"B12. My manager helps me to understand how I contribute to [my organisation's] objectives"
