"obj","raw_label","year","proc_measure","uid"
"qs_2010_org","Leadership and managing change theme score (B40-B49 average)",2010,,"1.02.009.00"
"qs_2010_org","B01. I am interested in my work (% strongly agree or agree)",2010,"b01","2.01.001.00"
"qs_2010_org","B02. I am sufficiently challenged by my work (% strongly agree or agree)",2010,"b02","2.01.002.00"
"qs_2010_org","B03. My work gives me a sense of personal accomplishment (% strongly agree or agree)",2010,"b03","2.01.003.00"
"qs_2010_org","B04. I feel involved in the decisions that affect my work (% strongly agree or agree)",2010,"b04","2.01.004.00"
"qs_2010_org","B05. I have a choice in deciding how I do my work (% strongly agree or agree)",2010,"b05","2.01.005.00"
"qs_2010_org","B06. I have a clear understanding of [my organisation's] purpose (% strongly agree or agree)",2010,"b06","2.02.002.00"
"qs_2010_org","B07. I have a clear understanding of [my organisation's] objectives (% strongly agree or agree)",2010,"b07","2.02.001.00"
"qs_2010_org","B08. I understand how my work contributes to [my organisation's] objectives (% strongly agree or agree)",2010,"b08","2.02.003.00"
"qs_2010_org","B09. My manager motivates me to be more effective in my job (% strongly agree or agree)",2010,"b09","2.03.001.00"
"qs_2010_org","B10. My manager is considerate of my life outside work (% strongly agree or agree)",2010,"b10","2.03.004.00"
"qs_2010_org","B11. My manager is open to my ideas (% strongly agree or agree)",2010,"b11","2.03.005.00"
"qs_2010_org","B12. My manager helps me to understand how I contribute to [my organisation's] objectives (% strongly agree or agree)",2010,"b12","2.03.006.00"
"qs_2010_org","B13. Overall, I have confidence in the decisions made by my manager (% strongly agree or agree)",2010,"b13","2.03.007.00"
"qs_2010_org","B14. My manager recognises when I have done my job well (% strongly agree or agree)",2010,"b14","2.03.008.00"
"qs_2010_org","B15. I receive regular feedback on my performance (% strongly agree or agree)",2010,"b15","2.03.009.00"
"qs_2010_org","B16. The feedback I receive helps me to improve my performance (% strongly agree or agree)",2010,"b16","2.03.010.00"
"qs_2010_org","B17. I think that my performance is evaluated fairly (% strongly agree or agree)",2010,"b17","2.03.011.00"
"qs_2010_org","B18. Poor performance is dealt with effectively in my team (% strongly agree or agree)",2010,"b18","2.03.013.00"
"qs_2010_org","B19. The people in my team can be relied upon to help when things get difficult in my job (% strongly agree or agree)",2010,"b19","2.04.001.00"
"qs_2010_org","B20. The people in my team work together to find ways to improve the service we provide (% strongly agree or agree)",2010,"b20","2.04.002.00"
"qs_2010_org","B21. The people in my team are encouraged to come up with new and better ways of doing things (% strongly agree or agree)",2010,"b21","2.04.003.00"
"qs_2010_org","B22. I am able to access the right learning and development opportunities when I need to (% strongly agree or agree)",2010,"b22","2.05.001.00"
"qs_2010_org","B23. Learning and development activities I have completed in the past 12 months have helped to improve my performance (% strongly agree or agree)",2010,"b23","2.05.002.00"
"qs_2010_org","B24. There are opportunities for me to develop my career in [my organisation] (% strongly agree or agree)",2010,"b24","2.05.003.00"
"qs_2010_org","B25. Learning and development activities I have completed while working for [my organisation] are helping me to develop my career (% strongly agree or agree)",2010,"b25","2.05.004.00"
"qs_2010_org","B26. I am treated fairly at work (% strongly agree or agree)",2010,"b26","2.06.001.00"
"qs_2010_org","B27. I am treated with respect by the people I work with (% strongly agree or agree)",2010,"b27","2.06.002.00"
"qs_2010_org","B28. I feel valued for the work I do (% strongly agree or agree)",2010,"b28","2.06.003.00"
"qs_2010_org","B29. I think that [my organisation] respects individual differences (e.g. cultures, working styles, backgrounds, ideas, etc) (% strongly agree or agree)",2010,"b29","2.06.004.00"
"qs_2010_org","B30. In my job, I am clear what is expected of me (% strongly agree or agree)",2010,"b30","2.07.003.00"
"qs_2010_org","B31. I get the information I need to do my job well (% strongly agree or agree)",2010,"b31","2.07.001.00"
"qs_2010_org","B32. I have clear work objectives (% strongly agree or agree)",2010,"b32","2.07.002.00"
"qs_2010_org","B33. I have the skills I need to do my job effectively (% strongly agree or agree)",2010,"b33","2.07.004.00"
"qs_2010_org","B34. I have the tools I need to do my job effectively (% strongly agree or agree)",2010,"b34","2.07.005.00"
"qs_2010_org","B35. I have an acceptable workload (% strongly agree or agree)",2010,"b35","2.07.006.00"
"qs_2010_org","B36. I achieve a good balance between my work life and my private life (% strongly agree or agree)",2010,"b36","2.07.007.00"
"qs_2010_org","B37. I feel that my pay adequately reflects my performance (% strongly agree or agree)",2010,"b37","2.08.001.00"
"qs_2010_org","B38. I am satisfied with the total benefits package (% strongly agree or agree)",2010,"b38","2.08.002.00"
"qs_2010_org","B39. Compared to people doing a similar job in other organisations I feel my pay is reasonable (% strongly agree or agree)",2010,"b39","2.08.003.00"
"qs_2010_org","B40. I feel that [my organisation] as a whole is managed well (% strongly agree or agree)",2010,"b40","2.09.004.00"
"qs_2010_org","B41. [Senior managers] in [my organisation] are sufficiently visible (% strongly agree or agree)",2010,"b41","2.09.001.00"
"qs_2010_org","B42. I believe the actions of [senior managers] are consistent with [my organisation's] values (% strongly agree or agree)",2010,"b42","2.09.002.00"
"qs_2010_org","B43. I believe that [the board has] a clear vision for the future of [my organisation] (% strongly agree or agree)",2010,"b43","2.09.003.00"
"qs_2010_org","B44. Overall, I have confidence in the decisions made by [my organisation's senior managers] (% strongly agree or agree)",2010,"b44","2.09.005.00"
"qs_2010_org","B45. I feel that change is managed well in [my organisation] (% strongly agree or agree)",2010,"b45","2.09.006.00"
"qs_2010_org","B46. When changes are made in [my organisation] they are usually for the better (% strongly agree or agree)",2010,"b46","2.09.007.00"
"qs_2010_org","B47. [My organisation] keeps me informed about matters that affect me (% strongly agree or agree)",2010,"b47","2.09.008.00"
"qs_2010_org","B48. I have the opportunity to contribute my views before decisions are made that affect me (% strongly agree or agree)",2010,"b48","2.09.009.00"
"qs_2010_org","B49. I think it is safe to challenge the way things are done in [my organisation] (% strongly agree or agree)",2010,"b49","2.09.010.00"
"qs_2010_org","B50. I am proud when I tell others I am part of [my organisation] (% strongly agree or agree)",2010,"b50","2.10.001.00"
"qs_2010_org","B51. I would recommend [my organisation] as a great place to work (% strongly agree or agree)",2010,"b51","2.10.002.00"
"qs_2010_org","B52. I feel a strong personal attachment to [my organisation] (% strongly agree or agree)",2010,"b52","2.10.003.00"
"qs_2010_org","B53. [My organisation] inspires me to do the best in my job (% strongly agree or agree)",2010,"b53","2.10.004.00"
"qs_2010_org","B54. [My organisation] motivates me to help it achieve its objectives (% strongly agree or agree)",2010,"b54","2.10.005.00"
"qs_2010_org","B55. I believe that [senior managers] in [my organisation] will take action on the results from this survey (% strongly agree or agree)",2010,"b55","2.11.001.00"
"qs_2010_org","B56. I believe that managers where I work will take action on the results from this survey (% strongly agree or agree)",2010,"b56","2.11.002.00"
"qs_2010_org","C01. I know where to go to find out how to handle personal and sensitive information (% strongly agree or agree)",2010,"c01","3.05.001.00"
"qs_2010_org","C02. In the past 12 months have you received training on handling data and procedures to protect personal and sensitive information? (% yes)",2010,"c02","3.05.002.00"
"qs_2010_org","E01. Are you aware of the Civil Service Code? (% yes)",2010,"e01","5.01.001.00"
"qs_2010_org","E02. Are you aware of how to raise a concern under the Civil Service Code? (% yes)",2010,"e02","5.01.002.00"
"qs_2010_org","E03. Are you confident that if you raised a concern under the Civil Service Code in [your organisation] it would be investigated properly? (% yes)",2010,"e03","5.01.003.00"
"qs_2010_org","F01. During the past 12 months have you personally experienced discrimination at work? (% yes)",2010,,"6.01.001.00"
"qs_2010_org","F03. During the past 12 months have you personally experienced bullying or harassment at work? (% yes)",2010,,"6.02.001.00"
"qs_2011_org","Employee engagement index",2011,,"1.01.001.00"
"qs_2011_org","My work theme score (B01-B05 average)",2011,,"1.02.001.00"
"qs_2011_org","Organisational objectives and purpose theme score (B06-B08 average)",2011,,"1.02.002.00"
"qs_2011_org","My line manager theme score (B09-B18 average)",2011,,"1.02.003.00"
"qs_2011_org","My team theme score (B19-B21 average)",2011,,"1.02.004.00"
"qs_2011_org","Learning and development theme score (B22-B25 average)",2011,,"1.02.005.00"
"qs_2011_org","Inclusion and fair treatment theme score (B26-B29 average)",2011,,"1.02.006.00"
"qs_2011_org","Resources and workload theme score (B30-B36 average)",2011,,"1.02.007.00"
"qs_2011_org","Pay and benefits theme score (B37-B39 average)",2011,,"1.02.008.00"
"qs_2011_org","Leadership and managing change theme score (B40-B49 average)",2011,,"1.02.009.00"
"qs_2011_org","B01. I am interested in my work (% strongly agree or agree)",2011,"b01","2.01.001.00"
"qs_2011_org","B02. I am sufficiently challenged by my work (% strongly agree or agree)",2011,"b02","2.01.002.00"
"qs_2011_org","B03. My work gives me a sense of personal accomplishment (% strongly agree or agree)",2011,"b03","2.01.003.00"
"qs_2011_org","B04. I feel involved in the decisions that affect my work (% strongly agree or agree)",2011,"b04","2.01.004.00"
"qs_2011_org","B05. I have a choice in deciding how I do my work (% strongly agree or agree)",2011,"b05","2.01.005.00"
"qs_2011_org","B06. I have a clear understanding of [my organisation's] purpose (% strongly agree or agree)",2011,"b06","2.02.002.00"
"qs_2011_org","B07. I have a clear understanding of [my organisation's] objectives (% strongly agree or agree)",2011,"b07","2.02.001.00"
"qs_2011_org","B08. I understand how my work contributes to [my organisation's] objectives (% strongly agree or agree)",2011,"b08","2.02.003.00"
"qs_2011_org","B09. My manager motivates me to be more effective in my job (% strongly agree or agree)",2011,"b09","2.03.001.00"
"qs_2011_org","B10. My manager is considerate of my life outside work (% strongly agree or agree)",2011,"b10","2.03.004.00"
"qs_2011_org","B11. My manager is open to my ideas (% strongly agree or agree)",2011,"b11","2.03.005.00"
"qs_2011_org","B12. My manager helps me to understand how I contribute to [my organisation's] objectives (% strongly agree or agree)",2011,"b12","2.03.006.00"
"qs_2011_org","B13. Overall, I have confidence in the decisions made by my manager (% strongly agree or agree)",2011,"b13","2.03.007.00"
"qs_2011_org","B14. My manager recognises when I have done my job well (% strongly agree or agree)",2011,"b14","2.03.008.00"
"qs_2011_org","B15. I receive regular feedback on my performance (% strongly agree or agree)",2011,"b15","2.03.009.00"
"qs_2011_org","B16. The feedback I receive helps me to improve my performance (% strongly agree or agree)",2011,"b16","2.03.010.00"
"qs_2011_org","B17. I think that my performance is evaluated fairly (% strongly agree or agree)",2011,"b17","2.03.011.00"
"qs_2011_org","B18. Poor performance is dealt with effectively in my team (% strongly agree or agree)",2011,"b18","2.03.013.00"
"qs_2011_org","B19. The people in my team can be relied upon to help when things get difficult in my job (% strongly agree or agree)",2011,"b19","2.04.001.00"
"qs_2011_org","B20. The people in my team work together to find ways to improve the service we provide (% strongly agree or agree)",2011,"b20","2.04.002.00"
"qs_2011_org","B21. The people in my team are encouraged to come up with new and better ways of doing things (% strongly agree or agree)",2011,"b21","2.04.003.00"
"qs_2011_org","B22. I am able to access the right learning and development opportunities when I need to (% strongly agree or agree)",2011,"b22","2.05.001.00"
"qs_2011_org","B23. Learning and development activities I have completed in the past 12 months have helped to improve my performance (% strongly agree or agree)",2011,"b23","2.05.002.00"
"qs_2011_org","B24. There are opportunities for me to develop my career in [my organisation] (% strongly agree or agree)",2011,"b24","2.05.003.00"
"qs_2011_org","B25. Learning and development activities I have completed while working for [my organisation] are helping me to develop my career (% strongly agree or agree)",2011,"b25","2.05.004.00"
"qs_2011_org","B26. I am treated fairly at work (% strongly agree or agree)",2011,"b26","2.06.001.00"
"qs_2011_org","B27. I am treated with respect by the people I work with (% strongly agree or agree)",2011,"b27","2.06.002.00"
"qs_2011_org","B28. I feel valued for the work I do (% strongly agree or agree)",2011,"b28","2.06.003.00"
"qs_2011_org","B29. I think that [my organisation] respects individual differences (e.g. cultures, working styles, backgrounds, ideas, etc) (% strongly agree or agree)",2011,"b29","2.06.004.00"
"qs_2011_org","B30. In my job, I am clear what is expected of me (% strongly agree or agree)",2011,"b30","2.07.003.00"
"qs_2011_org","B31. I get the information I need to do my job well (% strongly agree or agree)",2011,"b31","2.07.001.00"
"qs_2011_org","B32. I have clear work objectives (% strongly agree or agree)",2011,"b32","2.07.002.00"
"qs_2011_org","B33. I have the skills I need to do my job effectively (% strongly agree or agree)",2011,"b33","2.07.004.00"
"qs_2011_org","B34. I have the tools I need to do my job effectively (% strongly agree or agree)",2011,"b34","2.07.005.00"
"qs_2011_org","B35. I have an acceptable workload (% strongly agree or agree)",2011,"b35","2.07.006.00"
"qs_2011_org","B36. I achieve a good balance between my work life and my private life (% strongly agree or agree)",2011,"b36","2.07.007.00"
"qs_2011_org","B37. I feel that my pay adequately reflects my performance (% strongly agree or agree)",2011,"b37","2.08.001.00"
"qs_2011_org","B38. I am satisfied with the total benefits package (% strongly agree or agree)",2011,"b38","2.08.002.00"
"qs_2011_org","B39. Compared to people doing a similar job in other organisations I feel my pay is reasonable (% strongly agree or agree)",2011,"b39","2.08.003.00"
"qs_2011_org","B40. I feel that [my organisation] as a whole is managed well (% strongly agree or agree)",2011,"b40","2.09.004.00"
"qs_2011_org","B41. [Senior managers] in [my organisation] are sufficiently visible (% strongly agree or agree)",2011,"b41","2.09.001.00"
"qs_2011_org","B42. I believe the actions of [senior managers] are consistent with [my organisation's] values (% strongly agree or agree)",2011,"b42","2.09.002.00"
"qs_2011_org","B43. I believe that [the board has] a clear vision for the future of [my organisation] (% strongly agree or agree)",2011,"b43","2.09.003.00"
"qs_2011_org","B44. Overall, I have confidence in the decisions made by [my organisation's senior managers] (% strongly agree or agree)",2011,"b44","2.09.005.00"
"qs_2011_org","B45. I feel that change is managed well in [my organisation] (% strongly agree or agree)",2011,"b45","2.09.006.00"
"qs_2011_org","B46. When changes are made in [my organisation] they are usually for the better (% strongly agree or agree)",2011,"b46","2.09.007.00"
"qs_2011_org","B47. [My organisation] keeps me informed about matters that affect me (% strongly agree or agree)",2011,"b47","2.09.008.00"
"qs_2011_org","B48. I have the opportunity to contribute my views before decisions are made that affect me (% strongly agree or agree)",2011,"b48","2.09.009.00"
"qs_2011_org","B49. I think it is safe to challenge the way things are done in [my organisation] (% strongly agree or agree)",2011,"b49","2.09.010.00"
"qs_2011_org","B50. I am proud when I tell others I am part of [my organisation] (% strongly agree or agree)",2011,"b50","2.10.001.00"
"qs_2011_org","B51. I would recommend [my organisation] as a great place to work (% strongly agree or agree)",2011,"b51","2.10.002.00"
"qs_2011_org","B52. I feel a strong personal attachment to [my organisation] (% strongly agree or agree)",2011,"b52","2.10.003.00"
"qs_2011_org","B53. [My organisation] inspires me to do the best in my job (% strongly agree or agree)",2011,"b53","2.10.004.00"
"qs_2011_org","B54. [My organisation] motivates me to help it achieve its objectives (% strongly agree or agree)",2011,"b54","2.10.005.00"
"qs_2011_org","B55. I believe that [senior managers] in [my organisation] will take action on the results from this survey (% strongly agree or agree)",2011,"b55","2.11.001.00"
"qs_2011_org","B56. I believe that managers where I work will take action on the results from this survey (% strongly agree or agree)",2011,"b56","2.11.002.00"
"qs_2011_org","B57. Where I work, I think effective action has been taken on the results of the last survey",2011,"b57","2.11.003.00"
"qs_2011_org","D01. Are you aware of the Civil Service Code?",2011,"d01","5.01.001.00"
"qs_2011_org","D02. Are you aware of how to raise a concern under the Civil Service Code?",2011,"d02","5.01.002.00"
"qs_2011_org","D03. Are you confident that if you raised a concern under the Civil Service Code in [your organisation] it would be investigated properly?",2011,"d03","5.01.003.00"
"qs_2011_org","E01. During the past 12 months, have you personally experienced discrimination at work?",2011,"e01","6.01.001.00"
"qs_2011_org","E03. During the past 12 months, have you personally experienced bullying or harassment at work?",2011,"e03","6.02.001.00"
"qs_2012_org","Employee engagement index",2012,,"1.01.001.00"
"qs_2012_org","My work theme score (B01-B05)",2012,,"1.02.001.00"
"qs_2012_org","Organisational objectives and purpose theme score (B06-B08)",2012,,"1.02.002.00"
"qs_2012_org","My manager theme score (B09-B18)",2012,,"1.02.003.00"
"qs_2012_org","My team theme score (B19-B21)",2012,,"1.02.004.00"
"qs_2012_org","Learning and development theme score (B22-B25)",2012,,"1.02.005.00"
"qs_2012_org","Inclusion and fair treatment theme score (B26-B29)",2012,,"1.02.006.00"
"qs_2012_org","Resources and workload theme score (B30-B36)",2012,,"1.02.007.00"
"qs_2012_org","Pay and benefits theme score (B37-B39)",2012,,"1.02.008.00"
"qs_2012_org","Leadership and managing change theme score (B40-B49)",2012,,"1.02.009.00"
"qs_2012_org","B01. I am interested in my work (% strongly agree or agree)",2012,"b01","2.01.001.00"
"qs_2012_org","B02. I am sufficiently challenged by my work (% strongly agree or agree)",2012,"b02","2.01.002.00"
"qs_2012_org","B03. My work gives me a sense of personal accomplishment (% strongly agree or agree)",2012,"b03","2.01.003.00"
"qs_2012_org","B04. I feel involved in the decisions that affect my work (% strongly agree or agree)",2012,"b04","2.01.004.00"
"qs_2012_org","B05. I have a choice in deciding how I do my work (% strongly agree or agree)",2012,"b05","2.01.005.00"
"qs_2012_org","B06. I have a clear understanding of [my organisation's] purpose (% strongly agree or agree)",2012,"b06","2.02.002.00"
"qs_2012_org","B07. I have a clear understanding of [my organisation's] objectives (% strongly agree or agree)",2012,"b07","2.02.001.00"
"qs_2012_org","B08. I understand how my work contributes to [my organisation's] objectives (% strongly agree or agree)",2012,"b08","2.02.003.00"
"qs_2012_org","B09. My manager motivates me to be more effective in my job (% strongly agree or agree)",2012,"b09","2.03.001.00"
"qs_2012_org","B10. My manager is considerate of my life outside work (% strongly agree or agree)",2012,"b10","2.03.004.00"
"qs_2012_org","B11. My manager is open to my ideas (% strongly agree or agree)",2012,"b11","2.03.005.00"
"qs_2012_org","B12. My manager helps me to understand how I contribute to [my organisation's] objectives (% strongly agree or agree)",2012,"b12","2.03.006.00"
"qs_2012_org","B13. Overall, I have confidence in the decisions made by my manager (% strongly agree or agree)",2012,"b13","2.03.007.00"
"qs_2012_org","B14. My manager recognises when I have done my job well (% strongly agree or agree)",2012,"b14","2.03.008.00"
"qs_2012_org","B15. I receive regular feedback on my performance (% strongly agree or agree)",2012,"b15","2.03.009.00"
"qs_2012_org","B16. The feedback I receive helps me to improve my performance (% strongly agree or agree)",2012,"b16","2.03.010.00"
"qs_2012_org","B17. I think that my performance is evaluated fairly (% strongly agree or agree)",2012,"b17","2.03.011.00"
"qs_2012_org","B18. Poor performance is dealt with effectively in my team (% strongly agree or agree)",2012,"b18","2.03.013.00"
"qs_2012_org","B19. The people in my team can be relied upon to help when things get difficult in my job (% strongly agree or agree)",2012,"b19","2.04.001.00"
"qs_2012_org","B20. The people in my team work together to find ways to improve the service we provide (% strongly agree or agree)",2012,"b20","2.04.002.00"
"qs_2012_org","B21. The people in my team are encouraged to come up with new and better ways of doing things (% strongly agree or agree)",2012,"b21","2.04.003.00"
"qs_2012_org","B22. I am able to access the right learning and development opportunities when I need to (% strongly agree or agree)",2012,"b22","2.05.001.00"
"qs_2012_org","B23. Learning and development activities I have completed in the past 12 months have helped to improve my performance (% strongly agree or agree)",2012,"b23","2.05.002.00"
"qs_2012_org","B24. There are opportunities for me to develop my career in [my organisation] (% strongly agree or agree)",2012,"b24","2.05.003.00"
"qs_2012_org","B25. Learning and development activities I have completed while working for [my organisation] are helping me to develop my career (% strongly agree or agree)",2012,"b25","2.05.004.00"
"qs_2012_org","B26. I am treated fairly at work (% strongly agree or agree)",2012,"b26","2.06.001.00"
"qs_2012_org","B27. I am treated with respect by the people I work with (% strongly agree or agree)",2012,"b27","2.06.002.00"
"qs_2012_org","B28. I feel valued for the work I do (% strongly agree or agree)",2012,"b28","2.06.003.00"
