"obj","obj_class","raw_measure","raw_label","year","proc_label","stripped_label"
"qs_2009_org","character",,"B21. The people in my team are encouraged to come up with new and better ways of doing things (% strongly agree or agree)",2009,"b21. the people in my team are encouraged to come up with new and better ways of doing things (% strongly agree or agree)","the people in my team are encouraged to come up with new and better ways of doing things"
"qs_2009_org","character",,"B22. I am able to access the right learning and development opportunities when I need to (% strongly agree or agree)",2009,"b22. i am able to access the right learning and development opportunities when i need to (% strongly agree or agree)","i am able to access the right learning and development opportunities when i need to"
"qs_2009_org","character",,"B23. Learning and development activities I have completed in the past 12 months have helped to improve my performance (% strongly agree or agree)",2009,"b23. learning and development activities i have completed in the past 12 months have helped to improve my performance (% strongly agree or agree)","learning and development activities i have completed in the past 12 months have helped to improve my performance"
"qs_2009_org","character",,"B24. There are opportunities for me to develop my career in [my organisation] (% strongly agree or agree)",2009,"b24. there are opportunities for me to develop my career in [my organisation] (% strongly agree or agree)","there are opportunities for me to develop my career in [my organisation]"
"qs_2009_org","character",,"B25. Learning and development activities I have completed while working for [my organisation] are helping me to develop my career (% strongly agree or agree)",2009,"b25. learning and development activities i have completed while working for [my organisation] are helping me to develop my career (% strongly agree or agree)","learning and development activities i have completed while working for [my organisation] are helping me to develop my career"
"qs_2009_org","character",,"B26. I am treated fairly at work (% strongly agree or agree)",2009,"b26. i am treated fairly at work (% strongly agree or agree)","i am treated fairly at work"
"qs_2009_org","character",,"B27. I am treated with respect by the people I work with (% strongly agree or agree)",2009,"b27. i am treated with respect by the people i work with (% strongly agree or agree)","i am treated with respect by the people i work with"
"qs_2009_org","character",,"B28. I feel valued for the work I do (% strongly agree or agree)",2009,"b28. i feel valued for the work i do (% strongly agree or agree)","i feel valued for the work i do"
"qs_2009_org","character",,"B29. I think that [my organisation] respects individual differences (e.g. cultures, working styles, backgrounds, ideas, etc) (% strongly agree or agree)",2009,"b29. i think that [my organisation] respects individual differences (e.g. cultures, working styles, backgrounds, ideas, etc) (% strongly agree or agree)","i think that [my organisation] respects individual differences"
"qs_2009_org","character",,"B30. In my job, I am clear what is expected of me (% strongly agree or agree)",2009,"b30. in my job, i am clear what is expected of me (% strongly agree or agree)","in my job, i am clear what is expected of me"
"qs_2009_org","character",,"B31. I get the information I need to do my job well (% strongly agree or agree)",2009,"b31. i get the information i need to do my job well (% strongly agree or agree)","i get the information i need to do my job well"
"qs_2009_org","character",,"B32. I have clear work objectives (% strongly agree or agree)",2009,"b32. i have clear work objectives (% strongly agree or agree)","i have clear work objectives"
"qs_2009_org","character",,"B33. I have the skills I need to do my job effectively (% strongly agree or agree)",2009,"b33. i have the skills i need to do my job effectively (% strongly agree or agree)","i have the skills i need to do my job effectively"
"qs_2009_org","character",,"B34. I have the tools I need to do my job effectively (% strongly agree or agree)",2009,"b34. i have the tools i need to do my job effectively (% strongly agree or agree)","i have the tools i need to do my job effectively"
"qs_2009_org","character",,"B35. I have an acceptable workload (% strongly agree or agree)",2009,"b35. i have an acceptable workload (% strongly agree or agree)","i have an acceptable workload"
"qs_2009_org","character",,"B36. I achieve a good balance between my work life and my private life (% strongly agree or agree)",2009,"b36. i achieve a good balance between my work life and my private life (% strongly agree or agree)","i achieve a good balance between my work life and my private life"
"qs_2009_org","character",,"B37. I feel that my pay adequately reflects my performance (% strongly agree or agree)",2009,"b37. i feel that my pay adequately reflects my performance (% strongly agree or agree)","i feel that my pay adequately reflects my performance"
"qs_2009_org","character",,"B38. I am satisfied with the total benefits package (% strongly agree or agree)",2009,"b38. i am satisfied with the total benefits package (% strongly agree or agree)","i am satisfied with the total benefits package"
"qs_2009_org","character",,"B39. Compared to people doing a similar job in other organisations I feel my pay is reasonable (% strongly agree or agree)",2009,"b39. compared to people doing a similar job in other organisations i feel my pay is reasonable (% strongly agree or agree)","compared to people doing a similar job in other organisations i feel my pay is reasonable"
"qs_2009_org","character",,"B40. I feel that [my organisation] as a whole is managed well (% strongly agree or agree)",2009,"b40. i feel that [my organisation] as a whole is managed well (% strongly agree or agree)","i feel that [my organisation] as a whole is managed well"
"qs_2009_org","character",,"B41. [Senior managers] in [my organisation] are sufficiently visible (% strongly agree or agree)",2009,"b41. [senior managers] in [my organisation] are sufficiently visible (% strongly agree or agree)","[senior managers] in [my organisation] are sufficiently visible"
"qs_2009_org","character",,"B42. I believe the actions of [senior managers] are consistent with [my organisation's] values (% strongly agree or agree)",2009,"b42. i believe the actions of [senior managers] are consistent with [my organisation's] values (% strongly agree or agree)","i believe the actions of [senior managers] are consistent with [my organisation's] values"
"qs_2009_org","character",,"B43. I believe that [the board has] a clear vision for the future of [my organisation] (% strongly agree or agree)",2009,"b43. i believe that [the board has] a clear vision for the future of [my organisation] (% strongly agree or agree)","i believe that [the board has] a clear vision for the future of [my organisation]"
"qs_2009_org","character",,"B44. Overall, I have confidence in the decisions made by [my organisation's senior managers] (% strongly agree or agree)",2009,"b44. overall, i have confidence in the decisions made by [my organisation's senior managers] (% strongly agree or agree)","overall, i have confidence in the decisions made by [my organisation's senior managers]"
"qs_2009_org","character",,"B45. I feel that change is managed well in [my organisation] (% strongly agree or agree)",2009,"b45. i feel that change is managed well in [my organisation] (% strongly agree or agree)","i feel that change is managed well in [my organisation]"
"qs_2009_org","character",,"B46. When changes are made in [my organisation] they are usually for the better (% strongly agree or agree)",2009,"b46. when changes are made in [my organisation] they are usually for the better (% strongly agree or agree)","when changes are made in [my organisation] they are usually for the better"
"qs_2009_org","character",,"B47. [My organisation] keeps me informed about matters that affect me (% strongly agree or agree)",2009,"b47. [my organisation] keeps me informed about matters that affect me (% strongly agree or agree)","[my organisation] keeps me informed about matters that affect me"
"qs_2009_org","character",,"B48. I have the opportunity to contribute my views before decisions are made that affect me (% strongly agree or agree)",2009,"b48. i have the opportunity to contribute my views before decisions are made that affect me (% strongly agree or agree)","i have the opportunity to contribute my views before decisions are made that affect me"
"qs_2009_org","character",,"B49. I think it is safe to challenge the way things are done in [my organisation] (% strongly agree or agree)",2009,"b49. i think it is safe to challenge the way things are done in [my organisation] (% strongly agree or agree)","i think it is safe to challenge the way things are done in [my organisation]"
"qs_2009_org","character",,"B50. I am proud when I tell others I am part of [my organisation] (% strongly agree or agree)",2009,"b50. i am proud when i tell others i am part of [my organisation] (% strongly agree or agree)","i am proud when i tell others i am part of [my organisation]"
"qs_2009_org","character",,"B51. I would recommend [my organisation] as a great place to work (% strongly agree or agree)",2009,"b51. i would recommend [my organisation] as a great place to work (% strongly agree or agree)","i would recommend [my organisation] as a great place to work"
"qs_2009_org","character",,"B52. I feel a strong personal attachment to [my organisation] (% strongly agree or agree)",2009,"b52. i feel a strong personal attachment to [my organisation] (% strongly agree or agree)","i feel a strong personal attachment to [my organisation]"
"qs_2009_org","character",,"B53. [My organisation] inspires me to do the best in my job (% strongly agree or agree)",2009,"b53. [my organisation] inspires me to do the best in my job (% strongly agree or agree)","[my organisation] inspires me to do the best in my job"
"qs_2009_org","character",,"B54. [My organisation] motivates me to help it achieve its objectives (% strongly agree or agree)",2009,"b54. [my organisation] motivates me to help it achieve its objectives (% strongly agree or agree)","[my organisation] motivates me to help it achieve its objectives"
"qs_2009_org","character",,"B55. I believe that [senior managers] in [my organisation] will take action on the results from this survey (% strongly agree or agree)",2009,"b55. i believe that [senior managers] in [my organisation] will take action on the results from this survey (% strongly agree or agree)","i believe that [senior managers] in [my organisation] will take action on the results from this survey"
"qs_2009_org","character",,"B56. I believe that managers where I work will take action on the results from this survey (% strongly agree or agree)",2009,"b56. i believe that managers where i work will take action on the results from this survey (% strongly agree or agree)","i believe that managers where i work will take action on the results from this survey"
"qs_2009_org","character",,"D01. Are you aware of the Civil Service Code? (% yes)",2009,"d01. are you aware of the civil service code? (% yes)","are you aware of the civil service code"
"qs_2009_org","character",,"D02. Are you aware of how to raise a concern under the Civil Service Code? (% yes)",2009,"d02. are you aware of how to raise a concern under the civil service code? (% yes)","are you aware of how to raise a concern under the civil service code"
"qs_2009_org","character",,"D03. Are you confident that if you raise a concern under the Civil Service Code in [your organisation] it would be investigated properly? (% yes)",2009,"d03. are you confident that if you raise a concern under the civil service code in [your organisation] it would be investigated properly? (% yes)","are you confident that if you raise a concern under the civil service code in [your organisation] it would be investigated properly"
"qs_2009_org","character",,"E01. During the past 12 months, have you personally experienced discrimination at work? (% yes)",2009,"e01. during the past 12 months, have you personally experienced discrimination at work? (% yes)","during the past 12 months, have you personally experienced discrimination at work"
"qs_2009_org","character",,"E03. During the past 12 months, have you personally experienced bullying or harassment at work? (% yes)",2009,"e03. during the past 12 months, have you personally experienced bullying or harassment at work? (% yes)","during the past 12 months, have you personally experienced bullying or harassment at work"
"qs_2010_org","character",,"Employee Engagement Index",2010,"employee engagement index","employee engagement index"
"qs_2010_org","character",,"My work theme score (B01-B05 average)",2010,"my work theme score (b01-b05 average)","my work theme score"
"qs_2010_org","character",,"Organisational objectives and purpose theme score (B06-B08 average)",2010,"organisational objectives and purpose theme score (b06-b08 average)","organisational objectives and purpose theme score"
"qs_2010_org","character",,"My line manager theme score (B09-B18 average)",2010,"my line manager theme score (b09-b18 average)","my line manager theme score"
"qs_2010_org","character",,"My team theme score (B19-B21 average)",2010,"my team theme score (b19-b21 average)","my team theme score"
"qs_2010_org","character",,"Learning and development theme score (B22-B25 average)",2010,"learning and development theme score (b22-b25 average)","learning and development theme score"
"qs_2010_org","character",,"Inclusion and fair treatment theme score (B26-B29 average)",2010,"inclusion and fair treatment theme score (b26-b29 average)","inclusion and fair treatment theme score"
"qs_2010_org","character",,"Resources and workload theme score (B30-B36 average)",2010,"resources and workload theme score (b30-b36 average)","resources and workload theme score"
"qs_2010_org","character",,"Pay and benefits theme score (B37-B39 average)",2010,"pay and benefits theme score (b37-b39 average)","pay and benefits theme score"
"qs_2010_org","character",,"Leadership and managing change theme score (B40-B49 average)",2010,"leadership and managing change theme score (b40-b49 average)","leadership and managing change theme score"
"qs_2010_org","character",,"B01. I am interested in my work (% strongly agree or agree)",2010,"b01. i am interested in my work (% strongly agree or agree)","i am interested in my work"
"qs_2010_org","character",,"B02. I am sufficiently challenged by my work (% strongly agree or agree)",2010,"b02. i am sufficiently challenged by my work (% strongly agree or agree)","i am sufficiently challenged by my work"
"qs_2010_org","character",,"B03. My work gives me a sense of personal accomplishment (% strongly agree or agree)",2010,"b03. my work gives me a sense of personal accomplishment (% strongly agree or agree)","my work gives me a sense of personal accomplishment"
"qs_2010_org","character",,"B04. I feel involved in the decisions that affect my work (% strongly agree or agree)",2010,"b04. i feel involved in the decisions that affect my work (% strongly agree or agree)","i feel involved in the decisions that affect my work"
"qs_2010_org","character",,"B05. I have a choice in deciding how I do my work (% strongly agree or agree)",2010,"b05. i have a choice in deciding how i do my work (% strongly agree or agree)","i have a choice in deciding how i do my work"
"qs_2010_org","character",,"B06. I have a clear understanding of [my organisation's] purpose (% strongly agree or agree)",2010,"b06. i have a clear understanding of [my organisation's] purpose (% strongly agree or agree)","i have a clear understanding of [my organisation's] purpose"
"qs_2010_org","character",,"B07. I have a clear understanding of [my organisation's] objectives (% strongly agree or agree)",2010,"b07. i have a clear understanding of [my organisation's] objectives (% strongly agree or agree)","i have a clear understanding of [my organisation's] objectives"
"qs_2010_org","character",,"B08. I understand how my work contributes to [my organisation's] objectives (% strongly agree or agree)",2010,"b08. i understand how my work contributes to [my organisation's] objectives (% strongly agree or agree)","i understand how my work contributes to [my organisation's] objectives"
"qs_2010_org","character",,"B09. My manager motivates me to be more effective in my job (% strongly agree or agree)",2010,"b09. my manager motivates me to be more effective in my job (% strongly agree or agree)","my manager motivates me to be more effective in my job"
"qs_2010_org","character",,"B10. My manager is considerate of my life outside work (% strongly agree or agree)",2010,"b10. my manager is considerate of my life outside work (% strongly agree or agree)","my manager is considerate of my life outside work"
"qs_2010_org","character",,"B11. My manager is open to my ideas (% strongly agree or agree)",2010,"b11. my manager is open to my ideas (% strongly agree or agree)","my manager is open to my ideas"
"qs_2010_org","character",,"B12. My manager helps me to understand how I contribute to [my organisation's] objectives (% strongly agree or agree)",2010,"b12. my manager helps me to understand how i contribute to [my organisation's] objectives (% strongly agree or agree)","my manager helps me to understand how i contribute to [my organisation's] objectives"
"qs_2010_org","character",,"B13. Overall, I have confidence in the decisions made by my manager (% strongly agree or agree)",2010,"b13. overall, i have confidence in the decisions made by my manager (% strongly agree or agree)","overall, i have confidence in the decisions made by my manager"
"qs_2010_org","character",,"B14. My manager recognises when I have done my job well (% strongly agree or agree)",2010,"b14. my manager recognises when i have done my job well (% strongly agree or agree)","my manager recognises when i have done my job well"
"qs_2010_org","character",,"B15. I receive regular feedback on my performance (% strongly agree or agree)",2010,"b15. i receive regular feedback on my performance (% strongly agree or agree)","i receive regular feedback on my performance"
"qs_2010_org","character",,"B16. The feedback I receive helps me to improve my performance (% strongly agree or agree)",2010,"b16. the feedback i receive helps me to improve my performance (% strongly agree or agree)","the feedback i receive helps me to improve my performance"
"qs_2010_org","character",,"B17. I think that my performance is evaluated fairly (% strongly agree or agree)",2010,"b17. i think that my performance is evaluated fairly (% strongly agree or agree)","i think that my performance is evaluated fairly"
"qs_2010_org","character",,"B18. Poor performance is dealt with effectively in my team (% strongly agree or agree)",2010,"b18. poor performance is dealt with effectively in my team (% strongly agree or agree)","poor performance is dealt with effectively in my team"
"qs_2010_org","character",,"B19. The people in my team can be relied upon to help when things get difficult in my job (% strongly agree or agree)",2010,"b19. the people in my team can be relied upon to help when things get difficult in my job (% strongly agree or agree)","the people in my team can be relied upon to help when things get difficult in my job"
"qs_2010_org","character",,"B20. The people in my team work together to find ways to improve the service we provide (% strongly agree or agree)",2010,"b20. the people in my team work together to find ways to improve the service we provide (% strongly agree or agree)","the people in my team work together to find ways to improve the service we provide"
"qs_2010_org","character",,"B21. The people in my team are encouraged to come up with new and better ways of doing things (% strongly agree or agree)",2010,"b21. the people in my team are encouraged to come up with new and better ways of doing things (% strongly agree or agree)","the people in my team are encouraged to come up with new and better ways of doing things"
"qs_2010_org","character",,"B22. I am able to access the right learning and development opportunities when I need to (% strongly agree or agree)",2010,"b22. i am able to access the right learning and development opportunities when i need to (% strongly agree or agree)","i am able to access the right learning and development opportunities when i need to"
"qs_2010_org","character",,"B23. Learning and development activities I have completed in the past 12 months have helped to improve my performance (% strongly agree or agree)",2010,"b23. learning and development activities i have completed in the past 12 months have helped to improve my performance (% strongly agree or agree)","learning and development activities i have completed in the past 12 months have helped to improve my performance"
"qs_2010_org","character",,"B24. There are opportunities for me to develop my career in [my organisation] (% strongly agree or agree)",2010,"b24. there are opportunities for me to develop my career in [my organisation] (% strongly agree or agree)","there are opportunities for me to develop my career in [my organisation]"
"qs_2010_org","character",,"B25. Learning and development activities I have completed while working for [my organisation] are helping me to develop my career (% strongly agree or agree)",2010,"b25. learning and development activities i have completed while working for [my organisation] are helping me to develop my career (% strongly agree or agree)","learning and development activities i have completed while working for [my organisation] are helping me to develop my career"
"qs_2010_org","character",,"B26. I am treated fairly at work (% strongly agree or agree)",2010,"b26. i am treated fairly at work (% strongly agree or agree)","i am treated fairly at work"
"qs_2010_org","character",,"B27. I am treated with respect by the people I work with (% strongly agree or agree)",2010,"b27. i am treated with respect by the people i work with (% strongly agree or agree)","i am treated with respect by the people i work with"
"qs_2010_org","character",,"B28. I feel valued for the work I do (% strongly agree or agree)",2010,"b28. i feel valued for the work i do (% strongly agree or agree)","i feel valued for the work i do"
"qs_2010_org","character",,"B29. I think that [my organisation] respects individual differences (e.g. cultures, working styles, backgrounds, ideas, etc) (% strongly agree or agree)",2010,"b29. i think that [my organisation] respects individual differences (e.g. cultures, working styles, backgrounds, ideas, etc) (% strongly agree or agree)","i think that [my organisation] respects individual differences"
"qs_2010_org","character",,"B30. In my job, I am clear what is expected of me (% strongly agree or agree)",2010,"b30. in my job, i am clear what is expected of me (% strongly agree or agree)","in my job, i am clear what is expected of me"
"qs_2010_org","character",,"B31. I get the information I need to do my job well (% strongly agree or agree)",2010,"b31. i get the information i need to do my job well (% strongly agree or agree)","i get the information i need to do my job well"
"qs_2010_org","character",,"B32. I have clear work objectives (% strongly agree or agree)",2010,"b32. i have clear work objectives (% strongly agree or agree)","i have clear work objectives"
"qs_2010_org","character",,"B33. I have the skills I need to do my job effectively (% strongly agree or agree)",2010,"b33. i have the skills i need to do my job effectively (% strongly agree or agree)","i have the skills i need to do my job effectively"
"qs_2010_org","character",,"B34. I have the tools I need to do my job effectively (% strongly agree or agree)",2010,"b34. i have the tools i need to do my job effectively (% strongly agree or agree)","i have the tools i need to do my job effectively"
"qs_2010_org","character",,"B35. I have an acceptable workload (% strongly agree or agree)",2010,"b35. i have an acceptable workload (% strongly agree or agree)","i have an acceptable workload"
"qs_2010_org","character",,"B36. I achieve a good balance between my work life and my private life (% strongly agree or agree)",2010,"b36. i achieve a good balance between my work life and my private life (% strongly agree or agree)","i achieve a good balance between my work life and my private life"
"qs_2010_org","character",,"B37. I feel that my pay adequately reflects my performance (% strongly agree or agree)",2010,"b37. i feel that my pay adequately reflects my performance (% strongly agree or agree)","i feel that my pay adequately reflects my performance"
"qs_2010_org","character",,"B38. I am satisfied with the total benefits package (% strongly agree or agree)",2010,"b38. i am satisfied with the total benefits package (% strongly agree or agree)","i am satisfied with the total benefits package"
"qs_2010_org","character",,"B39. Compared to people doing a similar job in other organisations I feel my pay is reasonable (% strongly agree or agree)",2010,"b39. compared to people doing a similar job in other organisations i feel my pay is reasonable (% strongly agree or agree)","compared to people doing a similar job in other organisations i feel my pay is reasonable"
"qs_2010_org","character",,"B40. I feel that [my organisation] as a whole is managed well (% strongly agree or agree)",2010,"b40. i feel that [my organisation] as a whole is managed well (% strongly agree or agree)","i feel that [my organisation] as a whole is managed well"
"qs_2010_org","character",,"B41. [Senior managers] in [my organisation] are sufficiently visible (% strongly agree or agree)",2010,"b41. [senior managers] in [my organisation] are sufficiently visible (% strongly agree or agree)","[senior managers] in [my organisation] are sufficiently visible"
"qs_2010_org","character",,"B42. I believe the actions of [senior managers] are consistent with [my organisation's] values (% strongly agree or agree)",2010,"b42. i believe the actions of [senior managers] are consistent with [my organisation's] values (% strongly agree or agree)","i believe the actions of [senior managers] are consistent with [my organisation's] values"
"qs_2010_org","character",,"B43. I believe that [the board has] a clear vision for the future of [my organisation] (% strongly agree or agree)",2010,"b43. i believe that [the board has] a clear vision for the future of [my organisation] (% strongly agree or agree)","i believe that [the board has] a clear vision for the future of [my organisation]"
"qs_2010_org","character",,"B44. Overall, I have confidence in the decisions made by [my organisation's senior managers] (% strongly agree or agree)",2010,"b44. overall, i have confidence in the decisions made by [my organisation's senior managers] (% strongly agree or agree)","overall, i have confidence in the decisions made by [my organisation's senior managers]"
"qs_2010_org","character",,"B45. I feel that change is managed well in [my organisation] (% strongly agree or agree)",2010,"b45. i feel that change is managed well in [my organisation] (% strongly agree or agree)","i feel that change is managed well in [my organisation]"
"qs_2010_org","character",,"B46. When changes are made in [my organisation] they are usually for the better (% strongly agree or agree)",2010,"b46. when changes are made in [my organisation] they are usually for the better (% strongly agree or agree)","when changes are made in [my organisation] they are usually for the better"
"qs_2010_org","character",,"B47. [My organisation] keeps me informed about matters that affect me (% strongly agree or agree)",2010,"b47. [my organisation] keeps me informed about matters that affect me (% strongly agree or agree)","[my organisation] keeps me informed about matters that affect me"
"qs_2010_org","character",,"B48. I have the opportunity to contribute my views before decisions are made that affect me (% strongly agree or agree)",2010,"b48. i have the opportunity to contribute my views before decisions are made that affect me (% strongly agree or agree)","i have the opportunity to contribute my views before decisions are made that affect me"
"qs_2010_org","character",,"B49. I think it is safe to challenge the way things are done in [my organisation] (% strongly agree or agree)",2010,"b49. i think it is safe to challenge the way things are done in [my organisation] (% strongly agree or agree)","i think it is safe to challenge the way things are done in [my organisation]"
"qs_2010_org","character",,"B50. I am proud when I tell others I am part of [my organisation] (% strongly agree or agree)",2010,"b50. i am proud when i tell others i am part of [my organisation] (% strongly agree or agree)","i am proud when i tell others i am part of [my organisation]"
"qs_2010_org","character",,"B51. I would recommend [my organisation] as a great place to work (% strongly agree or agree)",2010,"b51. i would recommend [my organisation] as a great place to work (% strongly agree or agree)","i would recommend [my organisation] as a great place to work"
"qs_2010_org","character",,"B52. I feel a strong personal attachment to [my organisation] (% strongly agree or agree)",2010,"b52. i feel a strong personal attachment to [my organisation] (% strongly agree or agree)","i feel a strong personal attachment to [my organisation]"
"qs_2010_org","character",,"B53. [My organisation] inspires me to do the best in my job (% strongly agree or agree)",2010,"b53. [my organisation] inspires me to do the best in my job (% strongly agree or agree)","[my organisation] inspires me to do the best in my job"
"qs_2010_org","character",,"B54. [My organisation] motivates me to help it achieve its objectives (% strongly agree or agree)",2010,"b54. [my organisation] motivates me to help it achieve its objectives (% strongly agree or agree)","[my organisation] motivates me to help it achieve its objectives"
"qs_2010_org","character",,"B55. I believe that [senior managers] in [my organisation] will take action on the results from this survey (% strongly agree or agree)",2010,"b55. i believe that [senior managers] in [my organisation] will take action on the results from this survey (% strongly agree or agree)","i believe that [senior managers] in [my organisation] will take action on the results from this survey"
"qs_2010_org","character",,"B56. I believe that managers where I work will take action on the results from this survey (% strongly agree or agree)",2010,"b56. i believe that managers where i work will take action on the results from this survey (% strongly agree or agree)","i believe that managers where i work will take action on the results from this survey"
"qs_2010_org","character",,"C01. I know where to go to find out how to handle personal and sensitive information (% strongly agree or agree)",2010,"c01. i know where to go to find out how to handle personal and sensitive information (% strongly agree or agree)","i know where to go to find out how to handle personal and sensitive information"
"qs_2010_org","character",,"C02. In the past 12 months have you received training on handling data and procedures to protect personal and sensitive information? (% yes)",2010,"c02. in the past 12 months have you received training on handling data and procedures to protect personal and sensitive information? (% yes)","in the past 12 months have you received training on handling data and procedures to protect personal and sensitive information"
"qs_2010_org","character",,"E01. Are you aware of the Civil Service Code? (% yes)",2010,"e01. are you aware of the civil service code? (% yes)","are you aware of the civil service code"
"qs_2010_org","character",,"E02. Are you aware of how to raise a concern under the Civil Service Code? (% yes)",2010,"e02. are you aware of how to raise a concern under the civil service code? (% yes)","are you aware of how to raise a concern under the civil service code"
"qs_2010_org","character",,"E03. Are you confident that if you raised a concern under the Civil Service Code in [your organisation] it would be investigated properly? (% yes)",2010,"e03. are you confident that if you raised a concern under the civil service code in [your organisation] it would be investigated properly? (% yes)","are you confident that if you raised a concern under the civil service code in [your organisation] it would be investigated properly"
"qs_2010_org","character",,"F01. During the past 12 months have you personally experienced discrimination at work? (% yes)",2010,"f01. during the past 12 months have you personally experienced discrimination at work? (% yes)","during the past 12 months have you personally experienced discrimination at work"
"qs_2010_org","character",,"F03. During the past 12 months have you personally experienced bullying or harassment at work? (% yes)",2010,"f03. during the past 12 months have you personally experienced bullying or harassment at work? (% yes)","during the past 12 months have you personally experienced bullying or harassment at work"
